Years _x000D_,2015 _x000D_,2016 _x000D_,2017 _x000D_,2018 _x000D_,2019 _x000D_,2020 _x000D_,2021 _x000D_,2022 _x000D_
Fare per barrel (USD) _x000D_,30.57 _x000D_,30.62 _x000D_,30.77 _x000D_,30.93 _x000D_,31.08 _x000D_,31.24 _x000D_,31.39 _x000D_,31.55 _x000D_
